"id","unique_name","latitude","longitude"
9983,"Liptovský Mikuláš AS",49.091251373291,19.6072273254395
9984,"Liptovský Mikuláš žel. st.",49.091983795166016,19.605236053466797
9985,"Lisboa (Oriente)",38.7678423,-9.0993449
9986,"Lisboa Sete Rios (Jardim Zoológico)",38.7422,-9.168666
9987,"Lixa",41.3158,-8.141317
9988,"Łódź (Bus station Kaliska)",51.757632,19.432107
9989,"Lodz Kaliska Bahnhof",51.757399,19.431859700000018
9990,"London Kings Cross",51.5320043,-0.12711669999999
9991,"London Victoria Coach Station",51.492186,-0.149079
9992,"Londres",51.492513,-0.148349
9993,"Lorient (central bus station)",47.754364,-3.367113
9994,"Louny aut.nádr.",50.354835510253906,13.804513931274414
9995,"Lourosa",40.989088,-8.539723
9996,"Lublin Flughafen Terminal",51.2229167,22.703540500000035
9997,"Lubliniec Bahnhof",50.6725658,18.68945429999997
9998,"Ludwigshafen (Rhein) central station",49.4776962,8.4360945
9999,"Lüneburg ZOB",53.247988,10.418936
10000,"Luxembourg central st.",49.599221,6.13304
10001,"Luxembourg central station",49.599221,6.13304
10002,"Luxembourg Kirchberg",49.632249,6.169858
10003,"Lviv Stryiskyi bus station",49.7867811,24.0164858
10004,"Lyon - Aéroport Saint-Exupéry",45.719095,5.079539
10005,"Lyon - Dardilly",45.823713,4.76287
10006,"Lyon - Gare routière Perrache",45.748854,4.825925
10007,"Lyon - Gare SNCF Part-Dieu",45.7606236306,4.8625752982
10008,"Lyon Part-Dieu (Bus Park)",45.76067,4.862347
10009,"Lyon-Perrache (central bus station)",45.7485,4.825733
10010,"Lyon (Quai de Saoune)",45.75021,4.823008
10011,"Maastricht station (Meerssenerweg)",50.850648,5.706574
10012,"Macedo de Cavaleiros (Central de Camionagem)",41.542291,-6.959496
10013,"Madrid Barajas Adolfo Suárez Flughafen Terminal 1 ",40.465007799999995,-3.57069739999997
10014,"Madrid, Estación Sur de Autobuses",40.395255,-3.677876
10015,"Magdeburg central bus station",52.131618,11.624748
10016,"Mailand Lampugnano",45.489678000000005,9.127605
10017,"Mailand Renato Serra",45.488530299999994,9.14905659999999
10018,"Mailand Viale Teodorico",45.484145299999994,9.14922490000004
10019,"main train station",50.0829200744629,14.4356060028076
10020,"Malbork Bahnhof",54.0358169,19.04268019999995
10021,"Malenovice, ZPS (MHD)",49.205169677734375,17.572620391845703
10022,"Malmö central train station",55.607909,13.000309
10023,"Mannheim central bus station",49.4780796,8.4728193
10024,"Mannheim ZOB am Hauptbahnhof",49.478305,8.472180999999999
10025,"Marburg central train station (Krummbogen)",50.817354,8.774438
10026,"Marennes-Oléron",45.821002,-1.108571
10027,"Margecany žel. st.",48.89469909667969,21.012399673461914
10028,"Marie-Kahle-Allee",50.71280288696289,7.1203083992004395
10029,"Marsberg train station",51.462507,8.855189
10030,"Marseille - Aéroport Marignane",43.441308,5.222843
10031,"Marseille (central bus station St Charles)",43.304081,5.37999
10032,"Marseille - Gare routière St-Charles",43.304179,5.379868
10033,"Marseille - Port",43.299205,5.363608
10034,"Matera (Via Don L.Sturzo)",40.676866,16.590142
10035,"Megève",45.859,6.618116
10036,"Melfi (Piazzale stazione FS)",40.989953,15.647442
10037,"Menton (Central bus station)",43.777216,7.494158
10038,"Meret Oppenheim-Strasse",47.546199798583984,7.587862491607666
10039,"Mérida",38.914315,-6.357948
10040,"Messedamm",52.507613,13.279764000000002
10041,"Messeplatz",48.464643,7.932010000000001
10042,"Mestre (fermata ATVO)",45.481856,12.234776
10043,"Metz",49.110633,6.183319
10044,"Metz (central bus station)",49.110164,6.183766
10045,"Milan (Lampugnano bus station)",45.489719,9.127528
10046,"Milan (Malpensa Aeroporto Terminal 1)",45.625691,8.712656
10047,"Mirandela (Central de Camionagem)",41.481384,-7.181062
10048,"Mitry-Mory",48.961518,2.597894
10049,"Moita da Serra",40.287084,-8.084072
10050,"Molfetta (Via Terlizzi)",41.192109,16.591158
10051,"Monopoli (via Lagravinese)",40.948739,17.289121
10052,"Montauban (Aussone)",44.044705941394,1.3897124219751
10053,"Montbéliard",47.510471,6.801662
10054,"Montbéliard (Exchange Terminal Montbéliard ""Acropole"")",47.509508,6.801914
10055,"Mont-de-Marsan (Régiment Infanterie)",43.884879,-0.501035
10056,"Montélimar",44.479444,4.763597
10057,"Montélimar (central bus station)",44.560003,4.745104
10058,"Montelungo",43.7807960510254,11.246636390686
10059,"Montpellier (Rest stop "" Les Sabines"")",43.583932,3.860233
10060,"Moravské Budějovice aut.nádr.",49.0565071105957,15.808516502380371
10061,"Mortágua",40.397267,-8.229945
10062,"Most SNP (Nový most)",48.140743255615234,17.104293823242188
10063,"Moutiers",45.4868,6.5294
10064,"Mszana Dolna ZOB",49.674912,20.076519999999963
10065,"Mulhouse",47.742012,7.341712
10066,"Mulhouse (bus station)",47.742085,7.341938
10067,"Munich central bus station",48.14248,11.55001
10068,"Munich International Airport",48.355978,11.790023
10069,"Münster bus stop (Hafenstraße)",51.953559,7.631869
10070,"Murça (Central de camionagem)",41.407389,-7.452278
10071,"Museumsmeile",50.712871,7.12027
10072,"Myslenice ZOB",49.8336981,19.948882200000067
10073,"Náchod aut.st.",50.41739273071289,16.169931411743164
10074,"Na Knížecí",50.0684051513672,14.4044494628906
10075,"Naples (Metropark Centrale)",40.850931,14.273617
10076,"Nasice ZOB",45.4967378,18.096648800000033
10077,"Návsí  nádr.",49.59014892578125,18.754833221435547
10078,"Negotin Denzor bus station",44.228229,22.540129
10079,"Neustadt an der Donau (Autohof)",48.780992,11.766888
10080,"Neustadt an der Weinstraße",49.3555,8.158944
10081,"Neustadt-Glewe (Autohof)",53.380065,11.62677
10082,"Neustrelitz central bus station",53.359654,13.073125
10083,"NH Hotel",52.090171999999995,5.105198000000001
10084,"Nice - Aéroport",43.665136,7.210942
10085,"Nice Aéroport (Bus Station -Terminal 2)",43.660214,7.204862
10086,"Nice Centre - Gare routière",43.70848,7.285966
10087,"Nice (Gare internationale)",43.667837,7.20938
10088,"Nigloland",48.264052,4.613615
10089,"Nils Ericsonsgatan",57.70820999145508,11.97127628326416
10090,"Nîmes (Gare routière)",43.832278,4.367249
10091,"Nîmes (Parking ""Relais Parnasse"")",43.817434,4.362175
10092,"Niort (Bus Stop ""Pied de Fond"")",46.307289,-0.485253
10093,"Nitra AS",48.303627014160156,18.08070182800293
10094,"Noci (Via Tommaso Siciliani)",40.798078,17.119854
10095,"Nottingham Bhf",52.94752760000001,-1.1469098999999698
10096,"Novi Sad MAS",45.264536,19.828418
10097,"Nový Jičín AN",49.5970001220703,18.0100364685059
10098,"Nowy Dwór Gdański ZOB",54.214968999999996,19.11237099999994
10099,"Nowy Sącz ZOB",49.616890500000004,20.698462100000032
10100,"Noyelles-Godault",50.413602,2.988308
10101,"Nuremberg central bus station (Willy-Brandt-Platz)",49.4477152,11.0855001
10102,"Oberhausen central train station (bus stop)",51.473819,6.851949
10103,"Oberhausen Hauptbahnhof",51.473819,6.851949
10104,"Obrovac Ina Tankstelle",44.201436,15.685075
10105,"Odense Station (Dannebrogsgade)",55.403362,10.387038
10106,"Offenburg (Messeplatz)",48.464643,7.93201
10107,"Oliveira de Azeméis",40.838373,-8.476595
10108,"Oliveira do Hospital (Central de Camionagem)",40.362008,-7.85973
10109,"Olomouc bus station",49.588179628668,17.285751787403
10110,"Olomouc hl.n.",49.592491149902344,17.27779197692871
10111,"Olsztyn ZOB",53.785036,20.49889699999994
10112,"Opuzen Jadranska",43.01481,17.56035
10113,"Oradea Flughafen ",47.0256291,21.89654530000007
10114,"Orlamünde train station",50.775939,11.544015
10115,"Orléans",47.895835,1.853886
10116,"Orléans (Bus Stop ""Libération"")",47.919533,1.903494
10117,"Osnabrück central train station (Eisenbahnstraße)",52.273961,8.057886
10118,"Osnabrück ZOB am Hauptbahnhof",52.273771999999994,8.058144
10119,"Ostrava hl.n.",49.8521499633789,18.268461227417
10120,"Ostrava main station (hl.n.)",49.850127,18.269202
10121,"Ostrava-Svinov (nádraží)",49.8212136,18.2085517
10122,"Ostrava ZOB UAN",49.83060510000001,18.2805072
10123,"Otrokovice žel. st.",49.20191192626953,17.532283782958984
10124,"Ouistreham-Riva Bella",49.283652,-0.249723
10125,"Ourém",39.656954,-8.579043
10126,"Ozimek ZOB",50.670840000000005,18.207056999999963
10127,"Padova (Viale della Pace, Autostazione)",45.416283,11.88224
10128,"Palavas-les-Flots - Carnon",43.529095,3.934395
10129,"Palermo (Sicily)",38.127822,13.363443
10130,"Parc Asterix (Bus Parking)",49.137161,2.569371
10131,"Parc Bagatelle",50.431078,1.606165
10132,"Parc des Oiseaux",45.991376,5.02532
10133,"Pardubice hl. nádraží",50.0320587158203,15.7572269439697
10134,"Paris - Aéroport Orly-Sud",48.7315681987,2.3735618591
10135,"Paris - Aéroport Roissy CDG",49.009909,2.559317
10136,"Paris, Avenue de la République",48.866542,2.367635
10137,"Paris (Bercy Seine)",48.836916,2.37918
10138,"Paris Bibliothek Francois Mitterrand",48.8295122,2.3773270000000397
10139,"Paris Centre - Bercy",48.838424,2.382411
10140,"Paris Charles de Gaulle (Central bus station ""Terminal 3"")",49.010674,2.559264
10141,"Paris Ibis Clichy Batignolles",48.891887,2.316462
10142,"Paris La Défense (Terminal Jules Verne)",48.891475,2.242474
10143,"Paris - Massy-Palaiseau (bus station ""VILMORIN"")",48.726062,2.257136
10144,"Paris Nord - St-Denis université",48.9464484297,2.3651624769
10145,"Paris Ouest - La Défense",48.89132,2.24233
10146,"Paris Porte de Charenton",48.831073,2.398838
10147,"Paris - Porte Maillot",48.879921,2.282163
10148,"Paris (Porte Maillot)",48.880783,2.283035
10149,"Paris Sud - Porte d'Orléans",48.821139,2.325379
10150,"Parkplatz Hafenstraße",51.953421,7.631813
10151,"park.Velodrome",46.53651809692383,6.623151779174805
10152,"Passau central train station",48.574352,13.452241
10153,"Pau - Gare SNCF",43.292344,-0.369695
10154,"Pau - Université",43.311335,-0.36455512
10155,"Pazin (bus station)",45.239020693826,13.942608868808
10156,"Pedras Salgadas",41.543022,-7.603377
10157,"Peine",52.318714,10.232146
10158,"Pelhřimov AN",49.425228118896484,15.223388671875
10159,"Périgueux",45.14311,0.698516
10160,"Périgueux (Restaurant Aire du Manoire)",45.150033,0.799316
10161,"Perpignan (Central Bus station)",42.695021,2.879074
10162,"Pierrelaye",49.022769,2.141471
10163,"Pila ZOB bei Hauptbahnhof",53.143820100000006,16.74293060000002
10164,"Pilsen Busbahnhof",49.746475,13.362774
10165,"Pilsen (CAN Husova)",49.746502,13.362379
10166,"Pirmasens Bahnhof",49.205329,7.5989119999999994
10167,"Pirmasens central train station",49.20610368082,7.5983248189687
10168,"Place de l'Étoile",48.57434844970703,7.754214286804199
10169,"Place de L'Étoile",48.574245,7.754308
10170,"Plock ZOB",52.552492,19.71226390000004
10171,"Podolínec AS",49.25923156738281,20.53667640686035
10172,"Podsedarje",44.217132,15.465393
10173,"Poitiers (Central bus station)",46.584507,0.335627
10174,"Poitiers Futuroscope",46.664055,0.362181
10175,"Polignano a Mare",40.991186,17.217068
10176,"Polley Secured Lorry Park (Pre UK Check)",50.941104,1.945835
10177,"Pompei (Piazza Falcone e Borsellino)",40.748023,14.505355
10178,"Pontault-Combault",48.7744474,2.61003940000001
10179,"Pontevedra (Estacion de Autobuses)",42.421754,-8.637089
10180,"Poprad AS",49.05937194824219,20.29303550720215
10181,"Portes-les-Valence",44.861974,4.872611
10182,"Porto Boavista Casa da Musica",41.160804999999996,-8.62946
10183,"Porto (Campo 24 de Agosto)",41.15019,-8.598463
10184,"Porto Campo Martires da Patria 37",41.144918,-8.616667999999999
10185,"Porto (Rodoviaria)",41.144308,-8.605693
10186,"Porto Tryp Expo Hotel",41.2026821,-8.6929875
10187,"Potenza (Viale del Basento)",40.629093,15.807061
10188,"Potsdam central train station",52.390524,13.067735
10189,"Požarevac Arriva bus station",44.6167951,21.188715
10190,"Poznan Busbahnhof",52.4031799,16.91319709999993
10191,"Poznań (Bus station PKS)",52.402757,16.913948
10192,"Prag Florenc ZOB",50.0919401,14.449064799999972
10193,"Prag Flughafen Terminal 1/2",50.1077261,14.26756580000006
10194,"Prague Main Railway Station",50.084187,14.435631
10195,"Prague (ÚAN Florenc bus station)",50.089617,14.440946
10196,"Praz-sur-Arly",45.837948,6.571725
10197,"P+R Busbahnhof Fröttmaning",48.211027,11.61942
10198,"Přerov nádr.",49.447105407714844,17.445680618286133
10199,"Prerow",54.442541,12.577683
10200,"Prešov AS",48.984344482421875,21.250991821289062
10201,"Presqu'île de Giens - Estèrel",43.030137,6.15477
10202,"Presqu'île de Giens - La Bergerie",43.048219,6.146479
10203,"Primosten Ina Tankstelle",43.588127,15.927791000000001
10204,"Privlaka",44.263944,15.119734
10205,"Provins Bahnhof",48.5553409,3.2984738000000093
10206,"P+R Westraven  (Griffioenlaan 1)",52.057186126708984,5.105295181274414
10207,"P+R Zeeburg",52.3723258972168,4.959264755249023
10208,"Puget-sur-Argens",43.456957,6.689371
10209,"Puttgarden ferry terminal",54.50082,11.225913
10210,"Quality Hotel",59.295475006103516,11.065206527709961
10211,"Quimper (Central bus station)",47.994691,-4.093783
10212,"Raciborz ZOB",50.092253899999996,18.22622799999999
10213,"Ravna Gora (roadhouse)",45.382241,14.936237
10214,"Reg. Dw. Autob. ul. Bosacka 18",50.0678825378418,19.949535369873047
10215,"Regensburg central train station",49.012488,12.097515
10216,"Regensburg Hauptbahnhof",49.012506,12.097529
10217,"Reims Champagne Ardenne TGV",49.214876,3.994717
10218,"Reims Croix Rouge",49.2255089,4.0144507
10219,"Reims Jean Jaures",49.261081,4.04891539999994
10220,"Reims Orgeval",49.2802239,4.02028229999996
10221,"Rennes (Central bus station)",48.103896,-1.670617
10222,"Rho Busbahnhof",45.5241169,9.04336790000002
10223,"Ribeira de Pena",41.518425,-7.795165
10224,"Rivne (bus station)",50.614661650092,26.282771084656
10225,"Roccaraso (SS 17 Bar Holiday)",41.85512,14.069126
10226,"Rodange",49.541185,5.814841
10227,"Rome Tiburtina bus station",41.909362,12.528317
10228,"Ropczyce ZOB",50.053238,21.60513800000001
10229,"Rößleplatz/Schützenstraße",48.063977,8.538089999999999
10230,"Rothenburg bus station",49.37709,10.19093
10231,"Rottenburg am Neckar ZOB",48.479256,8.935371
10232,"Rotterdam",51.923531,4.466534
10233,"Rotterdam Central Station",51.923584,4.466564
10234,"Rouen",49.434194,1.092699
10235,"Rouen (Avenue Champlain)",49.434194,1.092699
10236,"Rouen Centre",49.434093,1.092471
10237,"Roye (Parking of ""Heavy Goods Vehicles"")",49.706844,2.769223
10238,"Rudolická MUS a.s.",50.508358001708984,13.658834457397461
10239,"Rue du Faubourg st. Martin, near subway station Château Landon",48.8786315917969,2.3619077205658
10240,"Rue du Général Estienne",49.25770950317383,4.025137424468994
10241,"Ruhpolding",47.762142473947,12.648707458109
10242,"Rumia Bahnhof",54.57219629999999,18.38573369999995
10243,"Rumia Bahnhof / Mc Donalds",54.57219629999999,18.38573369999995
10244,"Ružomberok AS",49.083614349365234,19.30777931213379
10245,"Ružomberok žel. st.",49.083274841308594,19.309062957763672
10246,"Rybnik Budowlanych",50.1009539,18.533274000000013
10247,"Rzeszow Jasionka Flughafen",50.1118375,22.03184499999998
10248,"Rzeszów Main Bus Station",50.042364,22.004139
10249,"Saarbrücken bus station (Dudweilerstraße)",49.242021,6.999785
10250,"Saint-Brieuc (Central bus station)",48.510628,-2.758477
10251,"Saint-Etienne",45.442693,4.401889
10252,"Saint-Étienne",45.4425,4.402861
10253,"Saint-Etienne (Parking Abribus)",45.442702,4.400901
10254,"Saint Gaudens",43.114756,0.75657
10255,"Saint-Malo (Central bus station)",48.64722,-2.004346
10256,"Saint-Nazaire - Gare routière",47.285531,-2.21269
10257,"Salamanca (Estacion de Autobuses)",40.970755,-5.675397
10258,"Salerno (Piazza della Concordia)",40.673844,14.770179
10259,"Sallanches",45.9617586,6.6303714
10260,"Salon-de-Provence (Péage)",43.627926,5.111076
10261,"Salou Hife Bus Station",41.07485870000001,1.1377985000000301
10262,"San Licandro Sicignano A3",40.597560200000004,15.29148620000001
10263,"Santa Comba Dão",40.397556,-8.12975
10264,"Santander (Estacion de Autobuses)",43.459177,-3.809943
10265,"Santarém",39.235554,-8.687224
10266,"São João da Madeira",40.897834,-8.493532
10267,"Sarengrad",45.2333516,19.28021020000006
10268,"Satu Mare (Autogara Orizont)",47.795309,22.892217
10269,"Schüttorf train station",52.317085,7.22034
10270,"Schwabach train station",49.325723,11.034329
10271,"Schwandorf bus station",49.32723,12.102584
10272,"Schwechat Airport Busstation",48.11996841430664,16.563234329223633
10273,"Seia",40.419898,-7.706287
10274,"Sereď nám.",48.28608703613281,17.74057960510254
10275,"Setúbal (Terminal Rodoviário)",38.5254,-8.889308
10276,"Sézanne Place de la Republique",48.7234302,3.7225075999999704
10277,"Sibiu (Autogara Q7)",45.784308,24.14486
10278,"Sibiu Flughafen ",45.790167100000005,24.092789300000053
10279,"Siegen (Koblenzer Straße)",50.872373,8.016938
10280,"Siegsdorf",47.821852760723,12.642211560678
10281,"Sigmarshofen Auchan Tankstelle",49.1916042,6.14492970000003
10282,"Site du Pont d'Arc",44.38325,4.413585
10283,"Skradin Busbahnhof",43.818537799999994,15.9205882
10284,"Slavonski Brod Bahnhof",45.162815,18.009273999999998
10285,"Slawno Bahnhof",54.35616899999999,16.671391999999972
10286,"Slunečná (MHD)",49.232852935791016,17.66123390197754
10287,"Slupsk Bahnhof",54.4663693,17.01716269999997
10288,"Sokolov Terminál",50.18552017211914,12.642721176147461
10289,"Spišská Nová Ves žel. st.",48.95018005371094,20.561006546020508
10290,"Springe ZOB",52.214838,9.5569
10291,"Šrámkova (MHD)",49.21250915527344,17.614171981811523
10292,"Stadion De Koel - Kaldenkerkerweg",51.35197067260742,6.181763172149658
10293,"Stalowa Wola ZOB",50.5747851,22.054490399999963
10294,"Stará Ľubovňa AS",49.308135986328125,20.68450927734375
10295,"Stargard Szczeciński ZOB",53.33904789999999,15.027979100000039
10296,"Starogard Gdanski Bahnhof",53.9769549,18.52602839999997
10297,"St-Gervais-les-Bains Centre",45.89472,6.71081
10298,"St-Gervais-les-Bains - Le Fayet",45.90612,6.700988
10299,"Stockholm (Cityterminal)",59.331127,18.056648
10300,"Štrba žel. st.",49.083229064941406,20.066701889038086
10301,"Stuttgart Airport Busterminal (SAB)",48.691588,9.196743
10302,"Stuttgart Vaihingen station",48.7268267,9.1116303
10303,"Süd ICE-Bahnhof",50.381763,8.095244000000001
10304,"Südkreuz Bf",52.476200103759766,13.364163398742676
10305,"Sulmona (Viale Mazzini)",42.037644,13.931799
10306,"Svetvinčenat (bus stop)",45.089728,13.881681
10307,"Svilajnac bus station",44.233556,21.191073
10308,"Svinov",49.8211517333984,18.2094955444336
10309,"Swiecie ZOB",53.40792390000001,18.437859
10310,"Szczecin Bahnhof",53.41903900000001,14.55152199999998
10311,"Tábor AN",49.41419219970703,14.674623489379883
10312,"Taipas",41.488567,-8.346459
10313,"Tarbes (parking SNCF)",43.239685,0.06843
10314,"Tarnobrzeg ZOB",50.565135600000005,21.667725300000033
10315,"Tarnów ZOB",50.0067937,20.973463
10316,"Tarragona Plaza Imperial Tarraco",41.119088399999995,1.24539110000001
10317,"Tatry",49.05967330932617,20.29551124572754
10318,"Tczew Bahnhof",54.09648620000001,18.78937919999999
10319,"Telč AN",49.1820182800293,15.464025497436523
10320,"Terminal 2",48.356118,11.789859
10321,"Terminal Bus di Lampugnano",45.48984909057617,9.127518653869629
10322,"Terminál HD",50.2169342041016,15.8129949569702
10323,"The Hague (central train station bus platform)",52.080136,4.325237
10324,"Thessaloniki Hauptbahnhof",40.6433261,22.929412700000057
10325,"Tisno Brücke",43.7993979,15.642102900000001
10326,"Tisno Restaurant Marin",43.807142,15.702679999999999
10327,"Tivat bus station",42.422149713546,18.711019551837
10328,"Todi (Pian di Porto)",42.813412,12.405493
10329,"Tondela",40.519574,-8.089054
10330,"Tordesillas (Estación de Autobuses)",41.502808,-5.004769
10331,"Torino (Lingotto)",45.025254,7.656457
10332,"Torino (Vittorio Emanuele)",45.069623,7.659043
10333,"Torp Köpcentrum",58.353336334228516,11.816536903381348
10334,"Torun ZOB",53.01563669999999,18.60802050000007
10335,"Toulon (departmental Central Bus Station)",43.127795,5.930736
10336,"Toulouse",43.613299,1.452226
10337,"Toulouse (Central Bus Station ""Pierre Sémard"")",43.613382,1.452405
10338,"Tours (Parking les Peupliers)",47.383381,0.702355
10339,"Trani (Via Superga)",41.266989,16.418394
10340,"Třebíč AN",49.214481353759766,15.875433921813965
10341,"Třeboň aut.nádr.",49.00843048095703,14.764870643615723
10342,"Trenčín AS",48.8959274291992,18.0513954162598
10343,"Trento (Lungadige Monte Grappa)",46.069126,11.115627
10344,"Trier central train station",49.757534,6.651889
10345,"Trier central train station (Kürenzer St.)",49.758208,6.653136
10346,"Trier Hauptbahnhof",49.758162,6.653117
10347,"Trieste Opicina",45.674114,13.819522000000001
10348,"Třinec centrum nádr.",49.671180725097656,18.680452346801758
10349,"Troyes (Gare routière)",48.296783,4.065076
10350,"Troyes (McArthurGlen)",48.328042,4.100752
10351,"Trutnov aut.nádr.",50.564571380615234,15.908202171325684
10352,"Tübingen ZOB am Hauptbahnhof",48.516895,9.056738000000001
10353,"Tucepi",43.274643,17.050503
10354,"Turin - Gare routière",45.070176,7.65781
10355,"Turin Porta Nuova",45.062613,7.679807
10356,"Turin Porta Susa",45.073329,7.667624
10357,"Tychy Krankenhaus Wojewodzki",50.11365,19.005499900000018
10358,"U2 Stadion, Busterminal Stadioncenter, Engerthstrasse",48.21061706542969,16.422391891479492
10359,"ÚAN",49.8306617736816,18.2804889678955
10360,"ÚAN Florenc",50.0893783569336,14.4407234191895
10361,"Udine Bus Station",46.057273,13.242765
10362,"Uelzen Bahnhof",52.969301,10.554661
10363,"Uherské Hradiště AN",49.07008743286133,17.465242385864258
10364,"[UH], nádraží",49.07644271850586,17.42351722717285
10365,"Uplengen (Autohof Apen-Remels)",53.263037,7.755616
10366,"Urbicher Kreuz",50.950379999999996,11.093083
10367,"Utrecht Central Station",52.09021,5.105304
10368,"Utrecht  Hauptbahnhof",52.087131,5.106268
10369,"Vaclav Havel Airport Prague",50.1075325012207,14.2693090438843
10370,"Vagos",40.551003,-8.677306
10371,"Valenca Do Minho ZOB",42.0224721,-8.643042699999999
10372,"Valence France (Central bus station)",44.926909,4.892386
10373,"Valence Sud",44.912282,4.881487
10374,"Valencia ZOB",39.4809392,-0.38917390000005997
10375,"Valladolid (Estacion de Autobuses)",41.641132,-4.732125
10376,"Vannes (Central bus station)",47.66492,-2.751431
10377,"Vejle Busterminal",55.705387,9.535812
10378,"Velké Meziříčí AN",49.34774398803711,16.02165985107422
10379,"Venice (Marco Polo Airport)",45.507589,12.337889
10380,"Venice Mestre St. di autobus",45.48210906982422,12.234225273132324
10381,"Venice Mestre (Train station)",45.482223,12.233842
10382,"Venice (Tronchetto)",45.441978,12.30798
10383,"Verin (Estación De Autobuses )",41.939664,-7.433665
10384,"Verona (Porta Nuova)",45.431548,10.980957
10385,"Verona Viale Girolamo Cardinale",45.4301741,10.984439299999963
10386,"Versailles (Av de Sceaux)",48.797161,2.131045
10387,"Via Benedetto Brin",40.8488311767578,14.2829780578613
10388,"Vicenza (Autostazione)",45.54211,11.537491
10389,"Victoria Green Line Station",51.493019104003906,-0.1459658145904541
10390,"Vieilles-Charrues - Carhaix-Plouguer",48.2783,-3.56231
10391,"Vienna International Airport (VIE)",48.1199719,16.5632378
10392,"Vigo (Estacion de Autobuses)",42.224752,-8.708669
10393,"Vigo ZOB",42.2242783,-8.709413
10394,"Vila Nova de Cerveira",41.942067,-8.741275
10395,"Vila Pouca de Aguiar",41.502011,-7.641144
10396,"Viseu",40.661456,-7.915422
10397,"Visoko",43.99119,18.184374
10398,"Vitoria-Gasteiz",42.859558,-2.68474
10399,"Vitry-sur-seine",48.796657,2.41237
10400,"Viztorony tér",46.27042770385742,20.163972854614258
10401,"Vlaka",43.002313799999996,17.532103600000028
10402,"Vrútky AS",49.11396789550781,18.92371940612793
10403,"Vrútky žel. st.",49.114715576171875,18.924489974975586
10404,"Warendorf train station",51.950299,7.985067
10405,"Weiden in der Oberpfalz",49.67027,12.155186
10406,"Wiesbaden central train station (bus station)",50.070865,8.246166
10407,"Wilmersdorfer Straße",50.785546000000004,6.136634
10408,"Wilsonova bus st. next to train st.",50.0834770202637,14.4352836608887
10409,"Wittlich (Berufsschule)",49.981881,6.904902
10410,"Wolfsburg ZOB",52.42698287963867,10.790087699890137
10411,"Worms central bus station",49.636456,8.357783
10412,"Wrocław (Bus station)",51.096407,17.038204
10413,"Wroclaw ZOB",51.0966404,17.03755479999995
10414,"Würzburg central train station",49.800858,9.937604
10415,"Würzburg Hauptbahnhof",49.800858000000005,9.937603999999999
10416,"Zábřeh na Moravě nádr.",49.8724021911621,16.8871879577637
10417,"Zakopane (Bus station)",49.299693,19.959805
10418,"Zentralterminal",51.423299,12.22338
10419,"Zhytomyr (bus station)",50.268700573235,28.692102626984
10420,"Žilina AS",49.2247543334961,18.7475566864014
10421,"Žilina žel. st.",49.22667694091797,18.74595832824707
10422,"Zingst Zentrum",54.43359,12.68636
10423,"Zlín AN",49.2257690429688,17.6611766815186
10424,"Žminj (bus stop)",45.141315103888,13.900869713362
10425,"Znojmo aut.nádr.",48.8515625,16.05607795715332
10426,"Znojmo (Autobusové nádraží)",48.851655,16.056694
10427,"ZOB am Funkturm",52.5075416564941,13.2798366546631
10428,"ZOB, Bahnhofstrasse - Will. - Br. Platz",49.4475936889648,11.0853443145752
10429,"ZOB, Bussteig 7",52.1310920715332,11.6245594024658
10430,"ZOB, Fernlinien, bus stop 6",53.0823364257812,8.8102388381958
10431,"ZOB (Hackerbrücke)",48.14253616333008,11.549894332885742
10432,"ZOB Heinrich von  Stephan Str. 6",49.47808074951172,8.473012924194336
10433,"ZUP",48.392093,10.003175
10434,"Zvolen AS",48.57114028930664,19.11887550354004
10435,"Zweibrücken central train station",49.247358,7.357167
10436,"Aachen - Haltestelle Station",50.7822,6.071
10437,"Aéroport de Nice Côte d'Azur (Terminal 1) - Nice Aéroport",43.665136,7.210929
10438,"Agen - Gare SNCF - Agen Le Passage",44.1705993,0.6085533
10439,"Agueda",40.5761,-8.4482
10440,"Albergaria-a-Velha R. Patricio Teodoro Alvares Ferreira",40.6890381,-8.4755897
10441,"Alcobaca Mercado Municipal",39.5519997,-8.9759411
10442,"Alexandroupoli",40.84642059999999,25.874108500000034
10443,"Alford Huttoft",53.264652000000005,0.26742899999999
10444,"Alicante",38.3414,-0.4899
10445,"Ambleside Grasmere",54.4543186,-3.01717689999998
10446,"Anadia",40.4442,-8.4362
10447,"Ancona stazione degli autobus",43.5958,13.3578
10448,"Andrychow Busbahnhof",49.85566707488729,1.9350934880167099
10449,"Angers Gare Routière",47.4654614,-0.5565692
10450,"Angoulême - Avenue Jules Ferry - Angouleme",45.634815,0.125013
10451,"Annecy Bahnhof",45.901220200000004,6.1205021000000706
10452,"Antwerp",51.2199133,4.4033464
10453,"Aosta Autostazione - Aoste",45.7353102,7.3258324
10454,"Arco de Baulhe - Arcode Baulhe",41.4852,-7.9608
10455,"Arpajon - Porte d'Etampes ",48.5887702,2.2466615
10456,"Arrêt autocars Marine - Rue de Bellevue - Dunkerque",51.031496,2.36921
10457,"Arrêt d'autobus de l'aire de service du Manoir - Perigueux",45.1465,0.803
10458,"Arrêt d'autobus Marmande",44.43,0.1338
10459,"Arrêt de bus de Le Cannet",43.5706895,7.0154776
10460,"AS Mlynské nivy - Bratislava",48.1472,17.1277
10461,"Autobuski kolodvor Vitez",44.153257,17.79203
10462,"Autobusni Kolodvor - Orasje",45.027811,18.697865
